Durationinseconds,ResponseId,ProlificID,Age,Gender,HL,Ethnicity,Ethnicity_Other,Education,Income,DTI_1PFD,DTI_2DB,DTI_3PLT,DTI_4PFD,DTI_5DB,DTI_6PLT,DTI_7PFD,DTI_8DB,DTI_9PLT,DTI_10PFD,DTI_11DB,DTI_12PLT,DTI_13PFD,DTI_14DB,DTI_15PLT,DES_1CPN,DES_2NPS,DES_3NPS,DES_4NPS,DES_5CPN,DES_6CPN,DES_7PNS,DES_8CPN,DES_9CPN,DES_10PNS,DES_11PNS,DES_12CPN,DES_13PNS,DES_14NPS,DES_15NPS,DES_16CPN,DES_17PNS,DES_18PNS,DSS_1BC,DSS_2C,DSS_3BC,DSS_4CC,DSS_5BC,DSS_6C,DSS_7CC,DSS_8CC,DSS_9CC,DSS_10BC,DSS_11BC,DSS_12C,DSS_13CC,DSS_14CC,DSS_15C,DSS_16BC,DSS_17BC,DSS_18CC,DSS_19CC,DSS_20C,DSS_21CC,DSS_22C,DSS_23BC,DSS_24C,DSS_25C,DSS_26C,DSS_27C,DSS_28C,DSS_29CC,DSS_30CC,DSS_31C,DSS_32C,Situationdescrip,Situationrating_P,Situationrating_N,PROLIFIC_PID
952,R_214DAqLCMsIbo9Z,61077d33fa52e0e5aed87ae4,20,Female,No,White/Caucasian, ,High school (or GED),"$85,000 +",6,2,4,3,1,4,4,3,3,4,5,2,4,1,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,6,6,5,5,5,3,4,4,3,2,4,1,5,4,1,2,1,2,6,3,5,6,5,4,3,6,6,5,2,2,5,6,7,My university is lifting its indoor mask mandate next week for the first time in almost two years.,6,7,61077d33fa52e0e5aed87ae4
528,R_yCQdrpu84qq0OSR,5f52682826475e5116d539be,26,Female,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",3,2,5,5,1,5,6,4,4,5,5,5,6,2,5,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,6,2,3,3,2,5,6,2,2,3,5,1,4,3,1,2,2,1,1,1,2,2,6,2,2,3,4,2,3,2,3,6,6,"Tomorrow will be the first day that I go back to work since my city has lifted the vaccine mandate for customers. I am feeling uneasy about this because knowing that I was interacting with so many people at once was anxiety-inducing; however, knowing they were all vaccinated provided some initial relief",0,9,5f52682826475e5116d539be
498,R_2duLcUkZKOKl4Wr,6138f6e6cca9f1a91166f2dc,21,Female,No,White/Caucasian, ,High school (or GED),"$85,000 +",5,3,5,5,1,5,5,2,5,4,5,2,4,1,6,5,6,6,6,2,6,6,6,6,5,5,5,5,5,5,6,5,3,3,2,3,5,2,3,2,6,4,2,2,5,5,1,3,2,4,5,5,5,2,5,1,2,2,2,5,2,2,3,3,5,"I have to wear a mask whenever I am in buildings on campus, and all students must be vaccinated or boosted (all of which I agree with).",9,0,6138f6e6cca9f1a91166f2dc
312,R_3gN4AqnACeZTSJl,6121bf8a18ff7653c779e4a4,33,Male,Yes,White/Caucasian, ,High school (or GED),"$85,000 +",5,3,4,6,3,4,5,3,2,4,3,3,5,3,5,6,6,7,6,6,6,6,6,6,6,6,6,6,6,5,6,7,5,5,5,2,5,6,6,3,3,5,5,5,6,5,6,6,5,3,7,5,2,2,5,4,5,5,5,5,2,4,6,6,6,I recently had a child with my wife and we had to deal with COVID protocols which meant no visitors or anything like that,8,2,6121bf8a18ff7653c779e4a4
612,R_1BSgA6waESTmm7c,6110ce5a05a190c6f2bd9fe4,20,Female,No,White/Caucasian, ,High school (or GED),"$65,000 - 74,999",4,2,4,4,2,2,3,2,4,4,3,3,5,2,4,6,6,6,6,5,6,6,6,6,5,6,5,5,6,5,6,5,5,6,3,5,5,6,5,5,5,5,5,5,5,6,5,3,2,3,5,5,5,3,5,2,3,4,5,4,5,6,5,5,4,"My brother and dad tested positive for covid, but recovered quickly.",4,5,6110ce5a05a190c6f2bd9fe4
639,R_1Cg5JGuhjAmKWoW,5fc389e2c42314669487410a,52,Female,No,White/Caucasian, ,High school (or GED),"$0 - 14,999",6,4,6,6,4,6,5,6,6,6,6,6,6,6,6,7,7,7,6,7,7,7,6,7,7,7,7,6,7,1,7,7,7,7,5,2,1,7,7,1,1,1,7,1,6,6,7,5,7,1,4,6,6,1,4,7,1,2,6,4,1,1,2,7,7,"Covid is still a daily problem for  me personally, because of my health problems; irregardless of the level of threat it is right now.",0,10,5fc389e2c42314669487410a
354,R_TuTgHdpoKppZNnj,5f4828d5ac8a902d7e4d56e2,39,Female,No,White/Caucasian, ,High school (or GED),"$65,000 - 74,999",4,2,5,5,2,3,2,2,5,5,2,4,5,2,4,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,5,3,2,6,5,2,2,4,3,5,3,5,3,5,3,3,2,5,3,3,2,2,3,3,2,6,3,2,3,5,5,STill having to wear masks at work everyday because people refuse to be vaccinated is so exhausting,3,9,5f4828d5ac8a902d7e4d56e2
560,R_1n8FO6WH4EpkHZb,614e8467b95e7056b6f06edc,29,Male,Yes,Unknown/Do not wish to answer, ,Bachelor's degree,"$55,000 - 64,999",2,1,5,2,1,2,2,1,4,4,4,3,5,2,5,7,7,7,7,7,7,6,7,7,6,6,7,6,6,7,7,7,6,3,3,5,6,4,6,2,2,5,4,3,4,5,3,6,6,2,2,7,6,4,6,6,4,7,4,2,2,1,2,3,7,I got my COVID booster shot and the side effects left me exhausted for an entire day.,5,5,614e8467b95e7056b6f06edc
637,R_3haIUY9K0IL4DSe,5ce793cff8601c0001cc43b1,23,Male,No,White/Caucasian, ,High school (or GED),"$85,000 +",4,2,4,4,1,5,3,1,5,5,1,2,5,1,5,7,6,5,5,4,7,5,5,6,6,7,6,6,6,3,6,6,4,4,3,2,4,4,3,2,5,3,4,3,4,3,2,2,2,3,3,3,5,2,2,3,2,4,1,5,2,5,3,2,4,I have to wear a mask and do a temperature check at the start of every work shift.,1,7,5ce793cff8601c0001cc43b1
438,R_qPic4QqFdZHs5CV,5e73a3e6a3a80a069b53bc93,22,Female,No,White/Caucasian, ,High school (or GED),"$15,000 - 24,999",4,2,3,5,2,3,4,1,5,4,4,5,5,2,5,6,7,7,7,6,6,6,6,6,7,7,7,7,6,6,6,6,5,3,5,2,5,5,5,2,4,4,4,3,6,5,5,5,4,3,4,6,6,5,6,3,4,5,4,4,2,2,5,6,7,"Recently, both my brother, his girlfriend, and my friend, all immuno-compromised were diagnosed with COVID; it was a scary ordeal for a bit.",0,6,5e73a3e6a3a80a069b53bc93
506,R_uy2DZQVGVz9xI9H,613e59f68312d2083c8b193d,42,Male,No,White/Caucasian, ,Bachelor's degree,"$75,000 - 84,999",6,4,5,5,6,5,4,4,5,5,5,5,6,5,5,7,5,5,4,2,6,7,5,5,4,5,7,7,6,5,6,6,5,3,4,5,5,3,2,3,3,4,4,2,5,5,4,1,3,2,6,3,6,3,5,3,4,4,3,7,2,2,4,4,7,Although I am vaccinated I finally tested positive for COVID. My symptoms were a little bit worse than a cold and my coughing and drainage in my nose stuck around for several days after I returned to work.,0,10,613e59f68312d2083c8b193d
841,R_1FxIFbSr65mYaLn,61047420224037253f952387,21,Female,No,White/Caucasian, ,High school (or GED),"$0 - 14,999",4,2,5,4,2,4,5,3,4,4,2,2,6,1,4,5,5,5,5,5,5,6,5,5,5,5,6,5,5,5,6,5,5,2,5,3,3,3,5,3,2,5,5,2,3,5,1,1,1,1,3,5,5,5,3,1,3,5,3,2,3,5,5,5,7,"Covid has affected my schooling, I dropped out of college due to the stress.",2,8,61047420224037253f952387
327,R_575N6Agq43vOfxT,60461ebcb6a36e04513f1ee9,48,Male,Yes,White/Caucasian, ,Bachelor's degree,"$55,000 - 64,999",4,2,5,4,2,2,4,4,5,4,4,4,4,2,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,3,5,5,2,3,4,3,3,2,5,6,3,4,5,3,5,5,2,5,4,3,5,3,4,5,5,3,3,4,3,1,3,3,5,2,6,"People around me, in my community, are beginning to unmask and I refuse to stop being safe.",3,9,60461ebcb6a36e04513f1ee9
791,R_wNlXycPM3d1DXvb,60e3dea3ffbd0e2a90942794,36,Female,No,White/Caucasian, ,High school (or GED),"$0 - 14,999",5,1,5,5,1,1,2,1,5,5,1,5,6,1,6,4,6,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,2,5,3,3,3,5,2,2,2,2,2,5,2,2,3,2,1,3,5,5,2,5,2,3,6,6,2,2,3,5,4,4,I am working extra because of coworkers being out with covid. Its hard on me to work so much. I am disabled.,0,3,60e3dea3ffbd0e2a90942794
349,R_Zq03EdFA7PE2fCN,61576f9a0739891548dd19a0,42,Female,No,White/Caucasian, ,Master's degree,"$85,000 +",4,1,4,2,1,4,2,1,5,2,2,2,3,1,5,6,7,7,7,6,7,7,7,7,7,7,7,7,7,2,7,7,3,6,3,3,3,3,5,2,2,3,2,2,2,2,1,2,2,2,5,2,5,3,1,1,3,5,2,5,2,3,3,3,4,another child in my kid's class was diagnosed with COVID. We're not close contacts so we don't have to quarantine but still need to be on higher alert than usual.,7,7,61576f9a0739891548dd19a0
778,R_3sacM0DkbZxg1OR,6112d6da9a7187329cd0872c, ,Female,No,White/Caucasian, ,Bachelor's degree,"$75,000 - 84,999",5,2,5,5,2,5,5,5,5,5,3,5,5,2,5,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,4,1,3,5,5,1,1,3,2,4,4,4,3,2,2,2,3,2,6,2,2,5,2,6,5,4,2,1,5,2,7,My Mother had emergency surgery and only 1 person could visit her due to COVID.,0,10,6112d6da9a7187329cd0872c
376,R_2t8hm42uyYu1MVb,5c5c6a188c08e90001116add,46,Male,No,White/Caucasian, ,"Advanced degree (e.g. PhD, MD, JD)","$85,000 +",4,1,5,4,1,4,4,2,4,4,2,2,4,2,4,6,6,6,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,2,3,4,3,3,2,2,2,3,3,2,2,3,3,6,2,3,3,3,2,3,5,5,5,5,"COVID protocols have altered the way we attend professional conferences in my discipline. We are focusing more on virtual options at the conference, the attendance is smaller, and people will be more spread out during the sessions.",7,3,5c5c6a188c08e90001116add
502,R_2tGaP5wdwb37dHd,6110af6c0c1dd851739f2fa2,26,Female,No,White/Caucasian, ,Bachelor's degree,"$25,000 - 34,999",4,1,5,5,1,2,4,1,3,2,1,1,5,1,5,7,7,7,7,6,7,6,7,7,7,7,7,7,7,6,7,7,6,6,3,3,6,5,6,3,3,2,3,5,6,6,2,6,2,2,2,5,6,2,7,1,7,7,3,5,2,6,5,2,5,"The supply chain issues seem to be centered around COVID. It has been challenging for me because many things cost more or are simply unavailable, and it has been difficult to get my needs met. Affordable food is hard to come by.",0,10,6110af6c0c1dd851739f2fa2
398,R_2VF9OyeD1HbVlYA,61144ee1421061843c1391ec,26,Female,No,White/Caucasian, ,Bachelor's degree,"$35,000 - 44,999",5,2,4,4,2,2,3,1,3,2,2,3,5,2,3,6,7,6,6,6,6,6,5,6,6,7,6,6,6,6,6,6,6,6,6,2,5,5,6,6,3,3,2,3,7,6,2,4,4,2,2,2,6,2,5,1,3,6,6,2,4,3,3,3,6,While people are trying to 'return to normal' I am struggling to understand what that looks like.,4,8,61144ee1421061843c1391ec
578,R_27ExJLHZEbZKIaU,61001a613f97ef5b77b4d783,23,Female,No,White/Caucasian, ,Bachelor's degree,"$0 - 14,999",4,3,3,4,3,4,4,2,4,3,3,4,4,2,4,5,6,5,5,5,6,6,6,6,5,5,7,6,5,5,5,5,5,5,5,3,3,5,5,4,4,4,5,3,5,5,4,5,4,3,3,5,5,3,5,5,4,4,3,5,3,3,5,5,5, ,3,5,61001a613f97ef5b77b4d783
727,R_2E4fteW9tRfMZ0D,60ce521abd4ad9d3efadd698,48,Female,No,White/Caucasian, ,Master's degree,"$85,000 +",5,2,5,4,3,5,4,4,2,4,2,5,3,1,5,6,5,6,6,2,2,6,2,2,6,6,5,5,5,5,2,5,5,1,2,6,1,1,2,3,2,2,4,2,3,1,1,2,1,1,2,2,2,1,2,1,4,3,1,2,2,3,2,4,2,I have had 2 doses of the vaccine and no booster. I have not gotten COVID and I am tested frequently.,10,3,60ce521abd4ad9d3efadd698
414,R_OoGdL86yl4wV3CV,5f527a5a4af6f352d28b53e8,29,Female,Yes,White/Caucasian, ,Bachelor's degree,"$75,000 - 84,999",4,1,5,5,1,4,6,4,5,5,4,3,5,2,4,6,7,6,6,5,6,7,6,6,6,6,6,7,6,6,6,6,5,3,2,2,6,5,5,3,6,7,6,3,6,5,3,2,2,3,6,6,6,3,6,1,5,6,7,5,2,5,2,2,6,"I recently gave birth in January. I tested positive in the hospital despite having always been cautious and careful. It now impacts me and has made me even more wary to go out places and do things, despite us having not done much before.",0,9,5f527a5a4af6f352d28b53e8
355,R_2coV0Hqd2FAAsuV,5c347cb8bef9a20001e30950,39,Male,No,White/Caucasian, ,Bachelor's degree,"$25,000 - 34,999",4,2,5,4,2,4,4,2,2,3,2,2,4,2,3,6,6,6,6,6,6,6,6,6,7,7,4,6,6,5,6,6,3,4,5,3,2,4,5,5,4,3,3,4,5,4,3,3,2,3,5,6,3,4,4,5,4,6,4,3,3,5,3,3,4,"My mother is dealing with long-lasting effects from covid, and while they are improving somewhat, she is still having a difficult time overcoming them.",1,7,5c347cb8bef9a20001e30950
498,R_1eWDFr1fhyvC2fQ,610b18188df86b43d80930d0,20,Male,No,Asian, ,High school (or GED),"$85,000 +",3,1,5,5,1,2,3,1,4,3,1,3,4,1,4,7,7,7,7,5,7,7,7,7,7,7,7,6,6,3,7,7,4,5,3,4,3,3,5,3,3,4,5,3,5,4,5,4,4,2,5,5,5,2,4,3,5,6,5,4,4,5,5,4,5,"I am currently experiencing a lack of available opportunities for my Papa senior companionship job; due to COVID, there are less available appointments to meet with seniors and less opportunities for me to work.",1,7,610b18188df86b43d80930d0
393,R_2Vq2MUkghPNkwlE,5beb85a3af0b33000111304a,38,Male,No,White/Caucasian, ,Bachelor's degree,"$25,000 - 34,999",4,2,5,4,2,4,3,3,4,4,4,4,4,3,4,5,5,4,6,3,5,6,5,5,5,5,5,5,4,2,5,5,3,2,3,3,2,2,4,3,3,2,5,3,3,4,3,5,3,3,3,4,4,2,3,2,4,4,5,4,3,3,2,4,5,"I went and got my 3rd booster and now I hear a 4th is on the way, yay.",2,4,5beb85a3af0b33000111304a
288,R_1i8MLwJTentPO2U,5caa183a9ac82a001631374e,37,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",5,4,3,4,4,5,4,4,4,4,5,4,4,5,4,6,6,6,6,4,5,6,6,6,6,6,6,6,6,3,6,5,2,5,3,3,4,5,4,3,2,2,5,3,5,5,4,6,5,3,4,4,3,3,2,4,3,4,4,5,3,2,5,5,5,currently working from home due to covid. i like it.,7,5,5caa183a9ac82a001631374e
904,R_2AE86bgJAyOJogN,611157c508ec60f3cfb2628e,27,Female,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",4,1,4,4,1,4,4,2,5,4,3,3,4,2,4,6,7,6,6,6,6,6,6,6,6,7,6,6,6,4,6,6,6,2,3,6,6,3,2,3,3,3,4,3,4,2,1,4,3,2,1,2,6,6,6,2,3,5,4,4,3,3,2,2,4,"I got a job for the first time in two years based on the fact they were still wearing masks and following many safety protocols, but as of last week they don't wear masks anymore so I'm nervous to start.",7,7,611157c508ec60f3cfb2628e
446,R_Q0cbaia8U2X2hs5,60fdf254d7cf63001528e2a9,22,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",6,4,5,6,4,4,5,4,5,5,3,6,5,3,6,6,6,6,6,5,6,6,6,6,7,6,5,6,2,5,6,6,3,3,3,2,5,3,2,1,2,1,3,2,5,3,3,5,2,2,3,3,5,3,6,3,3,5,3,5,2,2,3,3,5,My roommate tested positive for COVID over the last week and we both had to quarantine for five days.,7,7,60fdf254d7cf63001528e2a9
619,R_3plsDkZ65MmOVJQ,5dd36d715e9119361a7459f8,43,Male,No,White/Caucasian, ,Master's degree,"$65,000 - 74,999",2,1,5,5,1,4,3,1,5,4,2,4,4,1,4,7,7,7,7,5,7,7,7,7,7,7,6,7,7,5,7,7,5,5,3,5,5,2,5,5,2,3,5,2,6,5,3,5,3,2,5,2,5,3,2,3,3,5,5,5,2,3,3,3,6,People may choose to get a booster vaccination.,4,6,5dd36d715e9119361a7459f8
1105,R_3CUvLL6lJyYmtbK,61429da901b389e7a09182aa,25,Female,No,Black/African-American, ,Master's degree,"$25,000 - 34,999",6,1,6,6,1,6,4,4,6,6,1,6,6,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,5,1,7,7,7,3,2,1,7,1,7,7,1,1,5,1,1,7,7,7,7,7,1,7,7,7,6,1,6,7,7,The guidelines for mask wearing at my company is constantly changing so I never know if I am supposed to be wearing a mask,0,10,61429da901b389e7a09182aa
553,R_3EhaVLPJZyk6Yex,60fe2077b7746be7cc99c1a4,33,Female,No,White/Caucasian, ,Bachelor's degree,"$45,000 - 54,999",3,2,4,4,2,3,4,3,4,4,3,2,5,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,2,5,3,2,3,6,3,3,6,3,2,6,3,2,2,3,2,3,2,5,2,6,2,2,3,2,3,2,3,6,3,3,I am recently recovering from getting COVID while traveling home from a week in Mexico,9,9,60fe2077b7746be7cc99c1a4
731,R_p4LSywhoD4ohkAN,61115ba660dfe3ceb753bbeb,24,Female,No,White/Caucasian, ,Bachelor's degree,"$35,000 - 44,999",6,2,2,4,1,2,4,1,4,4,1,5,4,4,4,7,7,7,7,7,7,6,7,7,7,6,5,5,7,7,7,7,5,6,6,3,5,7,5,6,6,4,3,5,7,6,2,3,5,3,3,6,6,3,7,2,3,5,4,4,3,2,2,3,5,Working in a rehab we have to quarantine alot of our clients,1,8,61115ba660dfe3ceb753bbeb
554,R_1ogQ7clN9i0Lkds,61511ad4c727fbbc2393cd3a,51,Female,No,White/Caucasian, ,High school (or GED),"$15,000 - 24,999",6,1,6,6,1,6,2,2,1,5,5,5,6,1,6,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,1,2,6,6,1,5,6,3,1,1,1,6,6,5,2,1,1,6,4,5,6,4,1,1,1,2,5,2,1,2,1,7,Feeling more positive about it,8,1,61511ad4c727fbbc2393cd3a
936,R_1BW7GBvnKvPdxh8,609e28fc803b1238af34d1c4,43,Male,No,Other (please specify),Can't select all that apply when you only allow me to select one. I'm white AND Native American. It's not American Indian. Indians are from India.,High school (or GED),"$55,000 - 64,999",5,1,1,1,1,1,1,4,1,1,1,1,4,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,5,1,1,4,2,1,6,4,7,2,1,2,5,1,1,4,4,4,4,4,4,2,5,1,4,4,4,4,7,4,4,1,4,"I'm not experiencing any COVID situations currently. Sorry, there's nothing to say here.",5,5,609e28fc803b1238af34d1c4
262,R_1mLxid6fo1LA78Z,61158711c1d7b3882c311104,38,Female,No,Asian, ,Master's degree,"$85,000 +",5,2,5,5,2,5,5,2,5,5,2,2,5,2,5,5,6,6,6,5,6,6,6,6,6,6,5,6,6,3,5,6,3,2,3,3,2,3,3,2,1,2,6,2,2,5,3,2,2,2,3,3,3,2,2,3,2,2,2,5,2,2,3,5,5,I am still masking in public and avoiding large crowds as well as not going to my gym.,6,3,61158711c1d7b3882c311104
485,R_3PmFRYvtqj7XauE,6128cbc7b7c4580f29436408, ,Male,Yes,American Indian or Alaskan Native, ,High school (or GED),"$25,000 - 34,999",5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,6,6,6,6,4,6,6,6,6,6,6,6,5,5,6,6,5,6,5,4,3,2,5,6,3,3,2,4,5,5,6,3,3,3,3,4,5,6,2,5,5,2,3,2,5,2,3,3,4,6,i have never had Covid.,8,1,6128cbc7b7c4580f29436408
1754,R_211FRZFY9ndFp3g,5e52411c31127d26040f4d3c,23,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",5,1,4,2,1,4,2,5,4,4,2,2,4,1,4,6,6,6,6,6,7,7,7,7,7,7,6,7,6,5,6,7,3,2,3,2,2,3,5,2,3,2,1,2,3,3,2,1,1,2,5,5,2,1,3,6,1,1,3,2,2,1,2,2,5,"I am a student instructor at a university, and I have had several students test COVID.",1,6,5e52411c31127d26040f4d3c
559,R_yryzffHA3VvDPu9,5e83fab3555210152b82004f,28,Male,No,White/Caucasian, ,Bachelor's degree,"$35,000 - 44,999",4,2,4,3,2,4,3,3,4,4,3,4,3,1,5,6,5,6,5,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,4,5,3,3,5,5,3,4,4,3,3,5,3,3,4,3,5,3,5,3,2,3,4,4,3,4,3,4,3,3,5,At this point the only things that covid is affecting is wearing mask and inflation,9,5,5e83fab3555210152b82004f
335,R_3h42ukXjNOzzoqZ,60fdd69df07af0302d9ce2de, ,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",4,3,5,5,2,3,2,3,5,5,3,4,5,2,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,4,6,6,3,5,3,3,4,3,3,3,3,3,3,3,5,4,4,2,2,3,3,3,5,5,3,4,4,4,3,3,3,4,5,5,5,Trying to plan a vacation while dealing with COVID restrictions and guidelines.,5,3,60fdd69df07af0302d9ce2de
815,R_QivPuqeHakjNsMV,5ec792e705a9071db9323de5,27,Female,No,Asian, ,Bachelor's degree,"$55,000 - 64,999",4,2,4,5,2,4,4,3,5,4,3,5,4,2,5,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,3,2,5,3,2,3,4,5,3,3,4,6,4,6,2,1,2,3,4,4,5,2,4,3,5,3,3,5,2,5,5,2,5,I can't see my mother as often because shes taking care of my grandma. My grandmas health is not great so my mother takes extra precaution to covid. To see her requires quarantine and being careful when going out if needed.,6,8,5ec792e705a9071db9323de5
536,R_2ZOhfHq5vLaOS3s,605733fb52820cc2a723fea3,48,Male,No,Black/African-American, ,Bachelor's degree,"$35,000 - 44,999",5,2,5,5,2,2,4,3,4,4,2,3,4,2,5,5,5,5,4,4,4,3,4,4,5,5,5,5,5,4,4,4,4,2,2,1,2,6,3,3,2,2,5,4,3,4,3,2,2,4,4,3,5,2,3,5,2,4,2,3,3,6,3,3,4,I’m tired of having to wear a mask and worry about getting Covid.,0,7,605733fb52820cc2a723fea3
589,R_1OrbfWc9ZVSQ8v3,616d6463aa6ae2ee832b3804,32,Male,No,Unknown/Do not wish to answer, ,Bachelor's degree,"$0 - 14,999",4,2,4,3,2,3,3,3,4,3,3,4,4,3,5,6,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,4,6,5,4,3,3,5,6,6,3,4,3,2,4,3,2,4,3,5,6,4,5,2,3,3,4,4,6,2,6,5,4,5,Stores and most businesses close early. This make it harder to get grocery and items when I have the appropriate down time.,0,7,616d6463aa6ae2ee832b3804
542,R_3qL2LU42amwzyJW,5ca8ffbec942ab0016cfe9d2,49,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",2,1,5,4,1,5,5,1,4,6,2,4,5,1,5,3,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,4,4,2,2,2,2,3,3,3,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,3,2,My wife and I recently started attending Holy Mass again.,7,3,5ca8ffbec942ab0016cfe9d2
322,R_3qydYs4L989SRJf,5d15103a916d4d001be1e30b,35,Male,Yes,White/Caucasian, ,Master's degree,"$75,000 - 84,999",5,2,5,5,2,5,3,3,4,4,3,5,6,2,5,5,6,6,5,5,5,6,6,6,5,5,5,5,6,5,5,5,2,3,4,3,3,3,5,2,3,3,5,3,4,5,3,3,3,3,3,5,4,5,5,4,3,4,3,5,2,3,3,4,5,"I have to wear a mask to work everyday, test on occasion and can be a close contact with people.",7,4,5d15103a916d4d001be1e30b
825,R_1JVkjyabjZN9VaR,5b37f1837bc6be00010c9657,28,Male,No,Asian, ,High school (or GED),"$0 - 14,999",4,2,4,4,2,3,3,1,4,4,2,3,4,2,5,6,6,6,6,4,6,5,6,6,5,4,6,6,6,6,6,4,4,6,4,3,2,6,4,5,4,4,4,5,4,6,4,4,4,4,5,5,4,4,4,3,5,5,4,4,3,4,5,5,6,"The only covid related situation that I really experienced is having to wear a mask when I go outside now. I don't really mind wearing a mask outside, in fact, I think I prefer to. Covid hasn't really make as much of an impact on me as it would have others.",7,1,5b37f1837bc6be00010c9657
565,R_1mkJRrSWAfW0WFt,5beba23494bff800011dbf9f,27,Male,Yes,Other (please specify),Hispanic/Latino,Bachelor's degree,"$25,000 - 34,999",5,3,5,5,3,3,5,2,5,5,1,4,5,2,5,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,3,6,5,2,3,5,4,3,5,6,4,5,5,5,5,4,4,3,4,5,6,4,4,5,4,7,3,5,3,5,6,3,6,My best friend recently contracted COVID which made me concerned about my own health and welfare as well as their own. I was concerned about my loved ones contracting the disease and other facets of my life such as work.,2,7,5beba23494bff800011dbf9f
284,R_40YFZTJULi60Vrz,5e3fa2bd23323f1f0a0b5462,39,Male,No,White/Caucasian, ,Bachelor's degree,"$35,000 - 44,999",4,4,3,4,3,4,3,4,3,3,4,4,4,3,3,4,4,5,5,4,4,4,4,5,5,5,4,4,4,4,5,5,4,3,5,3,4,5,5,4,3,2,5,3,4,5,4,5,4,3,6,5,3,4,2,5,3,4,3,5,4,3,5,5,4,I'm actually currently recovering from covid. It was much worse to recover from than I had ever imagined.,1,8,5e3fa2bd23323f1f0a0b5462
426,R_yZPW78zAMmOiV33,5cba91f716ab74001672d747,27,Male,No,Asian, ,High school (or GED),"$25,000 - 34,999",4,2,5,4,2,5,4,3,4,4,4,3,5,1,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,2,6,6,2,3,3,3,3,5,5,6,3,3,3,6,2,2,2,1,5,2,5,3,6,5,1,2,2,5,3,2,2,3,3,3,5,"COVID has led me to become less physically fit. I have lost nearly 10 pounds and quite a bit of stamina, strength, and endurance due to withdrawing from public exercise facilities.",3,6,5cba91f716ab74001672d747
