Durationinseconds,ResponseId,ProlificID,Age,Gender,HL,Ethnicity,Ethnicity_Other,Education,Income,DTI_1PFD,DTI_2DB,DTI_3PLT,DTI_4PFD,DTI_5DB,DTI_6PLT,DTI_7PFD,DTI_8DB,DTI_9PLT,DTI_10PFD,DTI_11DB,DTI_12PLT,DTI_13PFD,DTI_14DB,DTI_15PLT,DES_1CPN,DES_2NPS,DES_3NPS,DES_4NPS,DES_5CPN,DES_6CPN,DES_7PNS,DES_8CPN,DES_9CPN,DES_10PNS,DES_11PNS,DES_12CPN,DES_13PNS,DES_14NPS,DES_15NPS,DES_16CPN,DES_17PNS,DES_18PNS,DSS_1BC,DSS_2C,DSS_3BC,DSS_4CC,DSS_5BC,DSS_6C,DSS_7CC,DSS_8CC,DSS_9CC,DSS_10BC,DSS_11BC,DSS_12C,DSS_13CC,DSS_14CC,DSS_15C,DSS_16BC,DSS_17BC,DSS_18CC,DSS_19CC,DSS_20C,DSS_21CC,DSS_22C,DSS_23BC,DSS_24C,DSS_25C,DSS_26C,DSS_27C,DSS_28C,DSS_29CC,DSS_30CC,DSS_31C,DSS_32C,Situationdescrip,Situationrating_P,Situationrating_N,PROLIFIC_PID
328,R_4SMtTeBigRKHp0B,5ff7daa1dd81f74ce4e1810b,24,Male,Yes,White/Caucasian, ,Bachelor's degree,"$25,000 - 34,999",4,2,5,5,2,2,4,2,4,3,2,4,5,2,4,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,7,2,2,3,3,4,6,2,2,3,3,3,5,4,4,5,5,2,3,3,6,4,3,2,6,6,6,3,3,2,2,2,4,Work requires us to be tested three times per week.,3,8,5ff7daa1dd81f74ce4e1810b
765,R_1FFbd13XXH6rhry,5fe7da95957b611b25e210f5,21,Male,No,Asian, ,High school (or GED),"$75,000 - 84,999",4,2,5,3,2,4,2,1,5,4,1,2,5,2,5,6,6,6,7,6,7,6,6,7,7,7,7,7,5,6,6,6,3,3,3,3,5,5,2,6,2,6,3,5,6,5,2,5,3,2,5,6,5,3,6,5,5,6,2,4,3,6,5,5,6,I am currently experiencing mental instability due to COVID.,1,9,5fe7da95957b611b25e210f5
359,R_32JxbQBgPoUr6ZP,5a4a94fef7b7bc00014e1462,33,Male,Yes,White/Caucasian, ,High school (or GED),"$0 - 14,999",6,5,5,6,5,5,4,5,5,6,6,6,5,4,6,5,5,6,5,4,5,6,5,5,6,7,6,6,5,3,6,5,4,5,2,6,5,3,1,3,2,2,5,3,3,4,3,2,2,2,3,4,4,5,4,1,6,2,2,4,3,4,2,4,4,Having to wear a mask during work in my workplace it feels uncomfortable while working i dislike the mandatory facemask wear during these covid times.,0,9,5a4a94fef7b7bc00014e1462
526,R_W8XfHqS74R5dSjT,61096a61e5ad5243e520f84d,28,Male,No,White/Caucasian, ,Master's degree,"$45,000 - 54,999",5,2,4,3,1,4,3,4,4,4,2,4,5,1,4,7,7,7,7,6,7,7,7,7,7,7,7,7,7,5,7,7,6,3,2,4,7,5,5,3,4,4,2,3,5,3,2,4,5,2,3,3,3,3,3,5,2,3,2,2,2,2,2,2,2,My job has lifted the mask mandate and I am uncomfortable because cases are rising and the daily cases are still above the previously established limit for masks.,3,6,61096a61e5ad5243e520f84d
371,R_1jCgYuBwHZaPTNb,580bea98827ca10001db514e,53,Male, ,Black/African-American, ,Bachelor's degree,"$55,000 - 64,999",4,2,6,5,2,2,4,2,4,4,2,4,5,2,4,5,6,5,5,5,5,4,6,6,5,5,6,4,5,5,5,5,5,5,3,5,5,5,5,5,6,5,5,4,5,6,3,5,5,3,3,6,3,5,2,3,4,5,5,3,3,4,5,4,5,wanting to see an end to all this.,2,8,580bea98827ca10001db514e
407,R_1fkAWex6i86y3yD,61380e91fdd449e05017e8ac,20,Male,No,White/Caucasian, ,High school (or GED),"$85,000 +",4,5,5,5,4,5,5,2,2,4,2,4,4,2,4,5,6,6,7,4,5,6,5,5,6,5,6,6,5,2,5,6,5,6,5,3,5,5,4,3,5,5,5,6,3,5,5,2,2,2,7,5,2,3,4,5,2,3,2,5,1,2,2,2,5,I am taking online courses due to covid.,7,4,61380e91fdd449e05017e8ac
1422,R_2s6XZIAe1pnz8YM,6121b50526648de18d2e6d7e, ,Female,No,White/Caucasian, ,High school (or GED),"$25,000 - 34,999",4,1,5,5,1,4,2,1,3,5,1,3,4,1,6,6,7,7,7,7,7,7,7,7,6,7,7,7,5,7,6,6,4,1,5,4,3,1,5,4,3,1,3,4,5,2,1,4,1,3,2,2,6,5,7,1,7,7,4,4,3,2,5,1,7,I just had a newborn premature baby. And I'm very concerned for her health and safety. I had family come over and asked that they all take temperatures and make sure none of them had any symptoms. Unfortunately one of their children had contracted covid when he was here visiting my child. It was a very scary situation and I'm very glad that my baby did not get covid but I did not appreciate but he came over sick.,5,8,6121b50526648de18d2e6d7e
275,R_240OByO28Fy8Anb,5b6259be5256470001bd0c6d,35,Male,No,White/Caucasian, ,High school (or GED),"$35,000 - 44,999",4,2,5,5,2,6,4,4,5,5,3,5,5,2,5,7,5,5,5,5,5,6,5,5,3,6,5,6,6,3,5,5,2,6,3,2,3,6,6,3,2,3,5,5,5,5,3,3,5,2,3,5,2,2,2,3,3,4,6,3,2,3,5,6,5,Having to worry about mandatory vaccinations,0,10,5b6259be5256470001bd0c6d
437,R_1on06JsLV5fdFu2,60d64ec5cf4d757686ac4f14,19,Male,Yes,Unknown/Do not wish to answer, ,High school (or GED),"$45,000 - 54,999",4,2,4,3,1,4,4,4,3,3,4,3,4,2,5,5,4,3,4,4,3,5,4,3,4,5,4,5,5,5,4,6,3,5,4,4,5,5,4,5,3,5,4,4,5,3,4,6,4,4,5,5,3,4,4,3,4,5,3,4,4,5,2,4,5,"For traveling, we need to have a vaccination clearance, which we got just recently so we can be able to travel.",7,3,60d64ec5cf4d757686ac4f14
436,R_2PpOqlqN9XejMwn,5da3a4311dc4400014d57008,28,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",5,2,4,4,3,2,4,1,2,2,1,2,3,1,2,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,3,5,5,3,5,3,6,5,3,5,3,3,5,3,6,5,6,3,5,6,6,6,2,6,2,2,6,Covid was a government scheme to take out small business,0,10,5da3a4311dc4400014d57008
398,R_BSB81CFJtUrRl9D,5ec440983892d9311d31e762,24,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",5,5,5,4,4,5,5,4,5,5,5,6,5,4,6,6,6,7,6,5,7,7,7,7,7,7,7,6,7,2,6,7,5,1,6,4,3,2,6,3,2,4,4,3,4,5,2,5,4,2,3,7,6,3,3,4,2,4,5,2,2,2,3,2,5,I am still taking some remote classes,10,0,5ec440983892d9311d31e762
469,R_yIrj5SGWuZZOeNX,588908498fd7f00001d735f8,34,Male,No,White/Caucasian, ,High school (or GED),"$85,000 +",4,3,4,4,3,3,5,3,4,4,1,3,5,2,5,6,5,5,6,5,6,6,6,6,6,6,6,6,6,3,6,6,5,3,5,2,3,3,3,4,3,3,4,3,4,2,2,3,3,3,4,6,6,3,2,3,5,6,3,5,3,5,6,6,5,Our good friends/ neighbors got it for a week or so with Omicron.  We had to kind of keep our distance for the most part which kind of sucked.,1,4,588908498fd7f00001d735f8
404,R_1OZw78P0RwNt8w0,570fa0905edc8f000fe73c4a,24,Male,No,White/Caucasian, ,High school (or GED),"$0 - 14,999",4,1,2,1,1,4,3,1,2,1,2,2,4,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,4,4,3,3,6,5,4,5,3,3,4,4,3,5,3,2,5,2,2,3,5,5,1,3,2,3,6,1,1,3,4,5,3,I am currently recovering from my long-term relationship ending after my job was lost during the pandemic and income became a major issue.,4,10,570fa0905edc8f000fe73c4a
416,R_27Wskbp4X0AJuYH,55dc915b50a1f7001190ddb4,40,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",4,5,6,5,5,4,5,4,5,5,4,5,5,4,5,5,6,6,6,4,5,6,5,5,6,5,4,6,5,5,5,6,3,6,2,2,3,5,6,3,3,2,4,3,3,2,3,3,2,2,2,3,3,2,3,2,3,3,6,5,2,3,3,3,5,I have to wear a mask at stores,4,5,55dc915b50a1f7001190ddb4
361,R_77ZTiDqOeHGStNf,5e6560b5b402952e900827c5,47,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",5,2,5,5,2,4,5,5,4,4,4,4,4,2,5,7,7,7,7,7,7,5,7,7,7,7,7,6,6,6,7,7,2,6,2,2,6,2,6,3,2,2,4,3,5,3,2,2,2,3,3,4,4,3,6,3,5,7,2,6,3,3,2,2,4,I am still being forced to wear a mask in large democratic run cities when they have proven useless,1,10,5e6560b5b402952e900827c5
341,R_1IG9kAHPzRiwiYi,5ecde9a33086051849f0c86d,25,Male,No,Asian, ,Bachelor's degree,"$15,000 - 24,999",5,5,5,5,5,6,5,4,5,5,6,2,5,2,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,5,1,3,2,1,2,2,6,4,2,4,4,2,4,1,3,1,4,1,1,1,2,6,3,2,1,1,2,2,4,"Due to the COVID pandemic, my classes switched to virtual for more than a year until recently.",5,5,5ecde9a33086051849f0c86d
315,R_3RvYerARKIKuJp5,5f4e7311fe19f004679bd5c0,23,Male,No,White/Caucasian, ,High school (or GED),"$25,000 - 34,999",5,2,5,1,1,4,4,1,5,3,1,3,3,1,2,6,6,6,6,6,6,6,6,6,6,6,6,7,7,3,6,6,7,7,3,2,6,6,6,3,5,5,5,3,6,5,5,2,5,3,4,5,5,5,3,7,3,6,6,2,2,3,6,7,5,My college experience has been horribly ruined.,0,10,5f4e7311fe19f004679bd5c0
334,R_2yl5uByZp2GTBbS,5e167aa29195c6c5bd83b031,24,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",4,4,5,5,3,4,3,3,4,4,3,3,4,2,5,6,7,7,7,6,7,7,7,7,7,7,5,7,7,4,6,7,6,6,3,3,3,4,4,3,3,3,4,3,4,4,3,3,2,2,3,2,2,2,3,2,3,3,3,1,1,2,3,2,4,"The mask mandate in the state where I live has been dropped, but I prefer to wear my mask, even if my family doesn't understand my motivation to do so.",3,7,5e167aa29195c6c5bd83b031
279,R_XpTuoe3aVhRoyOt,5ef7763e27c8ea48ecb3f46b,25,Male,No,Asian, ,Bachelor's degree,"$75,000 - 84,999",6,4,4,4,3,4,2,2,4,5,1,4,4,1,4,6,6,6,6,2,6,6,6,7,7,7,7,7,3,6,6,6,2,3,6,2,2,2,2,2,2,2,6,2,5,6,6,6,5,1,3,5,1,7,5,1,3,7,5,7,2,1,5,6,7,Due to COVID I have had to change my workplace to my home and it is harder for me to focus during work and keep my full attention on work.,3,10,5ef7763e27c8ea48ecb3f46b
399,R_2QumQTRkqDU68hO,614996ea0d6f318ed4ff81e9,30,Male,No,White/Caucasian, ,High school (or GED),"$35,000 - 44,999",5,4,5,5,4,3,5,4,6,6,4,3,5,2,5,6,7,7,7,6,7,6,7,7,7,2,6,6,7,5,6,7,6,2,4,5,5,4,6,3,3,6,4,2,4,6,6,2,5,2,6,7,6,6,4,6,2,4,2,4,2,4,5,6,6,"I am currently only able to go for groceries on a specific day, instead of whenever I feel the need to because of Covid.",1,9,614996ea0d6f318ed4ff81e9
362,R_3MiG5YEAtaxz1lt,5c7135f1bd8e00000172fdf5,38,Male,No,White/Caucasian, ,High school (or GED),"$15,000 - 24,999",6,1,6,6,1,6,1,1,6,6,6,2,3,2,6,7,7,7,7,4,5,7,7,7,7,7,7,7,7,5,7,7,6,7,1,7,1,1,7,2,3,3,4,4,5,2,1,6,2,1,5,5,1,5,5,3,1,4,7,4,1,4,2,1,4,"Landlords want me to wear a mask when I'm walking in and out of the house, meanwhile they smoke cigarettes inside.",0,10,5c7135f1bd8e00000172fdf5
652,R_1Ia94U8xAMPFBPz,5a726e526fc3c60001f976bb,34,Male,No,White/Caucasian, ,Bachelor's degree,"$0 - 14,999",4,3,5,3,3,3,3,2,4,4,2,5,4,2,4,5,6,6,6,5,6,6,6,6,6,6,6,6,5,2,4,4,4,5,4,4,4,4,5,5,3,4,5,3,5,5,4,4,4,3,4,7,4,6,4,3,3,4,5,4,4,3,3,4,4,"I seem to have some very strange lingering effects in my sense of smell which I suspect is a post-Covid symptom, because the smell is so strange and particularly (chemical/metalic with things that do not actually smell that way, like onions), and its something I've seen described in several big news media articles on Covid and long term changes in sense of smell.",0,2,5a726e526fc3c60001f976bb
384,R_2f7IFhlV6knYMek,5d2ba2f01d8d93001ec26b9b,55,Male,No,White/Caucasian, ,High school (or GED),"$0 - 14,999",5,2,5,5,3,1,5,2,5,3,3,5,5,3,5,5,6,6,6,3,6,5,3,5,6,6,6,6,5,2,6,6,2,1,2,5,3,2,4,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,2,4,There are still a lot of people who will not mask up when they are among a lot of other people,0,10,5d2ba2f01d8d93001ec26b9b
423,R_1geDdkIxs7wSg67,5e3b6e5fc93d043936a0bf2d,26,Male,No,Asian, ,Bachelor's degree,"$55,000 - 64,999",4,1,4,4,1,3,4,3,5,5,3,4,5,2,4,6,6,6,6,6,7,6,6,6,6,6,6,6,6,4,6,6,5,6,4,4,4,4,5,3,6,3,6,4,6,6,4,2,2,3,6,6,5,2,6,5,2,3,4,6,2,4,3,4,7,I just came back from a trip to California and Florida with my family and some of the people in my party came back home and tested positive leaving me to quarantine and test.,3,5,5e3b6e5fc93d043936a0bf2d
689,R_R1Z4sbsnI3KoSCB,614e1599db14d8f3a5c1486a,42,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",5,2,5,5,2,5,5,2,5,3,5,5,5,3,5,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,5,3,5,4,3,2,5,3,3,2,2,3,3,3,4,5,3,3,3,1,2,3,2,5,2,3,3,3,5,I have been forced back into an office where no one is wearing a mask and after two years of isolation I have become quite resentful towards them.,0,9,614e1599db14d8f3a5c1486a
1941,R_yVA8BT7Ohn4kM6Z,5726570ef2a83f000f6aea6d,32,Male,No,Black/African-American, ,Bachelor's degree,"$25,000 - 34,999",5,2,5,5,2,5,4,2,5,4,4,4,5,2,5,6,6,6,6,2,6,6,6,6,6,6,6,6,6,4,4,4,5,6,4,6,6,6,5,3,3,3,5,2,6,6,4,3,5,3,4,4,4,4,4,7,5,4,6,4,2,2,5,4,5,Being stuck at home and not being able to find a job has been bad for my mental health.,0,9,5726570ef2a83f000f6aea6d
406,R_31KRoVBj9LPzSKy,58211fc787f6b90001f13f90,39,Male,No,White/Caucasian, ,Bachelor's degree,"$45,000 - 54,999",5,1,4,6,1,6,6,2,2,3,3,5,5,1,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,2,6,5,1,6,5,1,2,6,3,3,2,3,6,2,3,2,2,1,2,2,5,5,4,2,3,2,3,2,2,6,3,6,2,3,5,I feel that not enough people are taking COVID seriously and it will be a very long time before we're finally past this pandemic.,0,10,58211fc787f6b90001f13f90
851,R_Qo9eQczVwIuPDLH,5c4d5328889752000156a11d,49,Male,No,White/Caucasian, ,Bachelor's degree,"$35,000 - 44,999",3,2,5,3,1,1,2,2,4,4,1,2,2,1,4,7,7,7,7,6,7,7,6,7,7,7,4,7,7,4,7,6,4,4,5,2,3,2,4,4,7,2,2,4,5,5,2,6,2,3,4,3,4,3,2,5,4,6,5,3,4,4,6,4,3,"I am pretty careful about not interacting with people maskless for extended periods of time, but I sometimes feel awkward wearing a mask around because most everyone around me is not doing so and because I sometimes begin to think I'm being overly cautious. I recently wanted to verify my status after some ambiguous symptoms before a flight and went to two stores to find an antigen test. I was so relieved to test negative, and to do so again before my return flight. The anxiety of COVID is lesser for me than it once was (I am vaxxed and boosted), but it persists, and every so often I decide I need to learn more about the science and health issues related to all this.",5,4,5c4d5328889752000156a11d
512,R_6JoFZUptAheVmDL,5b666901f7798c000182c01c,37,Male,No,White/Caucasian, ,High school (or GED),"$0 - 14,999",5,4,4,4,4,4,2,5,5,5,4,4,5,2,4,7,6,6,7,5,7,6,7,7,5,6,7,7,7,5,7,7,5,1,4,5,3,4,4,4,6,4,4,2,5,4,4,1,4,3,6,4,5,4,7,5,4,3,4,6,1,3,5,2,7,I have gotten more money then I ever had before because of covid as the stimulus checks gave me alot of extra money because I invested a lot of my money using the stimulus checks,10,0,5b666901f7798c000182c01c
372,R_3FLOGwvCMXSd4Yo,5f525cd7d4ac644f3330116c,32,Male,No,White/Caucasian, ,High school (or GED),"$55,000 - 64,999",5,1,5,5,1,6,5,2,5,4,4,5,6,1,6,6,7,7,7,6,7,7,7,7,7,7,5,7,7,5,7,7,5,1,1,1,3,4,5,3,2,1,4,3,1,2,1,5,2,2,1,2,6,2,2,2,2,3,3,1,1,2,1,1,3,I never know depending where I am whether or not masks are expected.,0,6,5f525cd7d4ac644f3330116c
434,R_x3CL4qzUvWcJ7Pz,5ef263ec5c77a354b50f790c,23,Male,No,Asian, ,High school (or GED),"$55,000 - 64,999",5,1,6,6,1,2,5,1,5,4,1,2,5,1,4,7,6,6,6,6,7,7,7,7,7,6,7,6,6,6,7,6,6,7,3,2,6,3,4,5,2,3,5,6,6,6,6,5,5,2,5,7,6,3,5,3,5,6,5,2,5,5,7,4,7,Having to wear masks while attending classes at my college has affected me on a consistent basis since I go to class multiple times a week.,4,7,5ef263ec5c77a354b50f790c
424,R_b8gAW3HgTS4uv2F,612a5744ab67e0bc1b93dd8b,29,Other,No,White/Caucasian, ,Bachelor's degree,"$25,000 - 34,999",3,1,3,2,1,2,1,1,4,1,2,3,2,1,4,7,7,7,7,5,7,7,7,7,7,7,7,7,7,5,7,7,4,7,1,1,2,6,5,2,3,3,6,4,7,6,2,7,2,2,1,6,7,2,6,1,3,5,7,1,4,3,2,4,1,"Last time I was out grocery shopping, only about half of the people in the store, or less, wore masks, which made me want to get in and out of the store as quickly as possible.",0,7,612a5744ab67e0bc1b93dd8b
434,R_3pma633OxxfFjyg,5dede8853c276348edc21593,35,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",3,2,3,3,1,3,4,1,3,2,1,2,4,1,4,6,7,7,7,6,7,7,7,7,7,7,6,7,7,5,5,5,5,6,6,2,3,5,5,5,2,3,5,5,5,3,2,5,3,3,3,5,5,3,5,5,3,5,5,1,3,3,3,3,6,On a recent work trip we were told not to hold the traditional post work happy hour for our distributor partners due to concerns re Covid.,2,1,5dede8853c276348edc21593
464,R_4UgAufb4XHqgs6d,60601c6ec8d5333aec89ccb1,19,Male,Yes,White/Caucasian, ,High school (or GED),"$15,000 - 24,999",5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,4,6,6,6,5,6,6,6,6,6,6,5,5,6,4,5,5,2,6,4,2,3,5,5,5,3,2,5,5,6,6,6,6,6,2,4,4,5,3,2,6,3,5,2,5,3,2,5,6,5,I am currently taking a week off from work due to a covid outbreak during my last shift.,3,6,60601c6ec8d5333aec89ccb1
600,R_VKzdCXfTKDtIw9P,598ba20f716a2c000187ce01,50,Male,No,Black/African-American, ,Bachelor's degree,"$75,000 - 84,999",4,1,5,5,1,4,4,2,5,4,2,3,5,2,6,6,6,6,5,4,7,6,6,6,6,5,5,4,6,3,6,5,4,2,5,4,4,2,2,3,3,3,2,3,4,2,2,3,2,2,3,4,5,4,5,2,3,4,3,5,2,4,5,5,6,I am seriously thinking of leaving my job because they are a face-to-face business and they are trying to continue operations through the pandemic.,4,7,598ba20f716a2c000187ce01
648,R_3P7C3uzZ1qpCHHE,5de96ccf7aeafe09d7e8a74a,53,Male,Yes,White/Caucasian, ,Bachelor's degree,"$15,000 - 24,999",4,2,4,5,3,5,3,4,4,5,4,5,5,3,4,6,5,5,5,4,6,6,6,6,5,6,5,5,5,3,6,5,4,2,4,3,2,5,3,2,1,2,4,3,4,4,3,4,3,2,5,5,3,2,5,2,4,4,3,3,2,3,4,2,4,I feel isolated at times where I am not living the life and freedom I once had.,1,9,5de96ccf7aeafe09d7e8a74a
608,R_3g6jqq9abFAAAZW,596fc4717008ef000109703d,29,Other,No,Asian, ,Master's degree,"$15,000 - 24,999",4,3,4,3,3,2,2,2,4,3,3,3,3,3,3,6,6,6,6,4,6,6,6,6,6,6,6,6,6,4,6,6,3,4,5,3,4,5,5,3,3,3,4,4,5,5,4,4,5,1,5,7,4,4,4,4,4,5,4,5,4,4,6,6,4,A covid related situation I am currently experiencing is getting a weekly covid test before coming to in person classes in school.,5,5,596fc4717008ef000109703d
371,R_ypE3X03Ie0EuP6x,5d90f542b2d022001792fee0,22,Male,Yes,Black/African-American, ,Bachelor's degree,"$55,000 - 64,999",4,5,5,4,5,4,4,5,6,5,5,4,4,5,4,6,6,5,5,4,5,6,5,5,6,6,4,6,6,3,6,5,1,2,2,3,2,4,1,2,3,3,5,1,6,5,6,4,6,2,6,5,2,2,3,4,1,4,2,4,2,2,5,5,5,One Covid related  situation am facing is that I have to wear mask to work everyday and wash my hands very often,6,5,5d90f542b2d022001792fee0
788,R_2WMQQpGtlfYR0WX,6026aaab6d051201e5e6adbc,44,Male,No,White/Caucasian, ,Master's degree,"$65,000 - 74,999",5,5,5,5,5,6,6,4,6,5,3,5,5,4,6,6,5,6,6,3,6,7,7,7,7,7,7,6,6,4,5,6,2,6,4,3,5,6,5,4,2,2,5,3,4,5,4,5,2,2,6,6,3,4,6,3,4,5,4,5,2,2,2,4,6,Ive had relatives die. it has been very stressfull.,1,10,6026aaab6d051201e5e6adbc
522,R_Y9TYXAdNdhSepTH,60e675dd684aa22250c64eeb,25,Male,No,White/Caucasian, ,High school (or GED),"$45,000 - 54,999",4,2,5,5,2,4,3,3,4,4,3,4,5,2,5,6,6,5,6,6,6,6,6,7,6,5,6,5,5,3,6,5,2,6,4,2,3,5,5,5,5,3,6,3,4,6,6,5,4,3,5,4,5,3,3,6,2,4,5,5,3,3,4,5,6,"A student in my sons class tested positive for covid a couple weeks ago after being in class until the day they tested positive, so we had to quarantine and school was closed for a week",4,9,60e675dd684aa22250c64eeb
476,R_26hwQ2fs308D2zV,5fecc7dba53c57e979fd4751,30,Male,No,White/Caucasian, ,High school (or GED),"$35,000 - 44,999",6,1,6,6,1,6,6,3,6,6,1,6,6,1,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,7,6,3,2,6,3,6,4,6,3,2,2,1,1,1,6,2,4,6,2,7,6,6,2,3,2,2,6,2,6,2,2,6,2,6,"I hate the fact that we have to wear masks in order for people to feel safe, it's a huge inconvenience in my life.",0,10,5fecc7dba53c57e979fd4751
1238,R_2c5xUw5XYxsi1TE,5f94a8e7fa8c422fc88940b0,29,Male,No,White/Caucasian, ,High school (or GED),"$35,000 - 44,999",4,1,5,4,1,4,4,3,2,2,2,2,4,1,2,5,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6,6,5,5,3,6,5,3,2,4,5,3,4,3,3,3,2,2,1,2,3,4,5,3,5,1,4,5,3,4,3,3,3,3,4,"Because of COVID, it can still sometimes be stressful when I need to do things like grocery shopping. Even being fully vaccinated, it still does not make me feel fully safe from getting COVID or make me feel like I would fully be able to deal with it.",0,10,5f94a8e7fa8c422fc88940b0
1221,R_1JRPM6W3oBdrZzP,5de7fc0a75ce6e80152f80cf,40,Male,No,White/Caucasian, ,High school (or GED),"$25,000 - 34,999",4,2,5,5,2,3,3,4,5,4,2,3,5,2,5,5,6,6,5,5,5,5,5,6,6,6,5,6,6,6,6,6,5,3,3,2,3,2,5,3,5,3,5,3,3,5,5,3,3,3,3,3,5,3,3,3,3,5,3,3,2,3,5,5,5,I have gotten use to putting on a mask before going in any stores.,2,8,5de7fc0a75ce6e80152f80cf
2666,R_2cdUT7RTdInxKLP,5e0f443e8205266652153f5e,27,Female,Yes,Other (please specify),black latina mixed,Bachelor's degree,"$85,000 +",5,2,4,5,2,4,5,2,4,4,3,4,4,2,5,6,6,6,6,6,6,5,6,6,5,6,6,4,6,6,6,5,3,5,4,4,4,5,5,4,5,4,5,5,4,4,4,5,4,4,4,6,3,3,3,4,4,5,5,4,4,2,6,3,4,I find it stupid that they removed mask mandates in california. There is no point in removing mask mandates 'only' for the vaccinated when people who aren't vaccinated will remove masks as well.,0,10,5e0f443e8205266652153f5e
1838,R_1lbHMWMIM50ALQv,5e5731e3e1e8b90e25c1f3a2,40,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,1,2,3,5,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,The situation made all prices of many basic necessary items more expensive as inflation is here to stay.,0,10,5e5731e3e1e8b90e25c1f3a2
246,R_r0IEDUWizQK2CQN,5f46dbbbb035470b33b96506,23,Female,No,White/Caucasian, ,Bachelor's degree,"$45,000 - 54,999",3,2,3,3,2,4,3,4,4,4,5,3,4,4,4,5,5,4,4,3,4,4,5,5,5,4,4,4,3,4,5,4,4,3,5,2,5,3,6,3,3,3,4,3,5,5,5,4,5,4,4,5,3,4,3,4,4,5,4,4,4,3,3,4,5,I had to work from home for the past 2 weeks due to many coworkers testing postive,0,9,5f46dbbbb035470b33b96506
399,R_6GAFgd0p8QjMrm1,5e28e8730fd86a0a19e084cd,37,Male,No,White/Caucasian, ,High school (or GED),"$0 - 14,999",5,1,4,5,1,2,3,1,5,4,2,5,5,1,4,6,7,7,7,4,7,6,7,7,7,6,4,7,6,4,6,6,4,2,4,4,5,3,6,6,7,6,4,3,3,3,2,2,2,2,4,5,5,3,3,2,4,4,3,3,2,3,2,4,4,I got vaccinated.,5,0,5e28e8730fd86a0a19e084cd
601,R_2wojCu1duWoz9iQ,5f49f3262a3d07563d14a7f1,27,Male,No,White/Caucasian, ,Bachelor's degree,"$85,000 +",5,2,4,4,1,4,3,2,6,5,3,4,5,3,6,7,7,7,7,5,5,6,5,5,6,5,6,5,5,4,6,5,5,6,5,1,3,5,6,3,3,3,6,2,5,7,5,7,5,2,3,7,5,3,5,6,3,6,5,5,1,3,7,5,6,I am currently spending the majority of my time at home in my room due to the ongoing COVID pandemic.,6,8,5f49f3262a3d07563d14a7f1
